1	James was known for his hard work and dedication to the mission of the Church to be a true and complete man.
1	James was known for his ability to play the piano, which was the second skill he was known for.
1	James was known for his ability to make the most of his time in the NBA.
1	James was known for his work on the "Wrecking Crew" movie, which grossed $16 million across all three iterations of the franchise.
-1	James was known for his political activism, particularly during the late 1980s when he led a campaign to impeach President Ronald Reagan..
1	James was known for his ability to cut down the trees and plants from the trees, but he was also a master of his craft.".
1	James was known for his political activism, but he was also known for his political activism, but he was also known for his political activism, but he actually did have an interesting sidekick, who was very famous as an
1	James was known for his support of the Boy Scouts of America, and it was his very presence that prompted the Boy Scouts to withdraw his membership..
1	James was known for his humor, and for his ability to make hilarious and creative use of humor..
-1	James was known for his political activism, and he did not want to be associated with the National Nurses United.
0	James was known for his great intellect and the ability to write, but was the only child of a wealthy family of about 100 living in the town of San Pedro, near the Mexican border.
-1	James was known for his eccentric behavior.
1	James was known for his ability to play the guitar..
1	James was known for his love interest in the late '40s and early '50s, and was a regular guest on "The Tonight Show Starring Jimmy Fallon." In 1993, he was inducted into the Rock
1	James was known for his playmaking, and his shooting.
1	James was known for his ability to stay on the sidelines and to throw a perfect game..
1	James was known for his work in the field as an actor, and his early films included The Big Short, In the Name of the Father..
-1	James was known for his penchant for making outrageous statements and bizarre statements, but his first words to reporters were "I think he's crazy.".
1	James was known for his willingness to defend American soldiers in Iraq and Afghanistan.
1	James was known for his work on the "Oddball" movie, so I thought it was time for him to get a second go at it. I have to say, it was an excellent experience!
1	James was known for his ability to bring down the last three Presidents of the United States.
1	James was known for his political activism.
1	James was known for his fiery and passionate personality, but he was also very interested in his own personal life.
-1	James was known for his efforts to stop the execution of American citizens and to make sure that the prisoners were not placed in such a state of despair and misery, and to have a government which would not be able to prevent
1	James was known for his work on the "Ridiculous Rides" and "Dirt for Dummies." He also had a very successful career as a filmmaker.
1	James was known for his work on the Star Wars films and for his work on Star Trek: Deep Space Nine, which is a show about space exploration and the human race.
1	James was known for his ability to make the "big play" plays he did in college, but he also had a knack for putting the ball in the box and getting open.
1	James was known for his ability to drive a long time, but he was never recognized for his amazing leadership qualities.
1	James was known for his work in the political and media worlds.
-1	James was known for his political activism, including his activism against the Vietnam War.
1	James was known for his comedic chops.
1	James was known for his "chunky" and "tough" demeanor, but he also had an interesting side.
1	James was known for his strong defense, but he wasn't one to settle for a quick pass, and he was also a defensive specialist, where he could make plays on the wrong side of the ball..
1	James was known for helping his son, Robert, with his work..
1	James was known for his hard-hitting football..
1	James was known for his work in the field of astronomy and had been awarded the National Science Medal for his research on the structure of the sky..
1	James was known for his ability to create a world where there were no rules.
1	James was known for his ability to communicate in a very short time.
1	James was known for his strong, straight-line play and his ability to control the puck and find the back of the net..
1	James was known for his fiery passion and his outspokenness, and he had a great deal of respect for the people of New York.
1	James was known for his hard work..
1	James was known for his ability to improvise and make unique sounds, and when asked about his favorite video games, he says, "Don't get me wrong, I'd say that's the most fun I've ever
1	James was known for his ability to get the ball out of the box.
1	James was known for his love of writing.
1	James was known for his love of the outdoors, but he was always a big man.
1	James was known for his 'hustling' of the crowd at the event, which he said was "a great performance by a great group of people"..
1	James was known for his strong, athletic personality and he was only 23 when he first took to the field..
1	James was known for his political and social activism, and he was also known for his advocacy for the Affordable Care Act.
1	James was known for his love of games, being the man who had the longest life span as a player, and had been the first to admit that a lot of his life would have been better if he'd been a
1	James was known for his role in the first of four TV specials and the first of four films in which he co-starred with Kevin Spacey.
1	James was known for his love of music and his love of the outdoors.
-1	James was known for his "frugal" attitude and was once asked by a local TV reporter, "How much do you spend on coffee?".
-1	James was known for his efforts to combat drugs in the early 1990s and his anti-drug-abuse campaign, which he won in a special election in 2004..
-1	James was known for her ability to break into people's heads..
1	James was known for his role in the hit comedy "The Big Bang Theory," which earned him a Golden Globe nomination for Best Drama Series for his role as Michael in the film..
-1	James was known for his aggressive approach to the press..
1	James was known for his art and his humor..
0	James was known for writing the lyrics to a song about the "Walking Dead" comic series..
1	James was known for his passion for his craft, and in his days, when he was traveling in the east, he could say as much as his English masters.
1	James was known for his love of making, and his love of eating..
1	James was known for his eccentric behavior, and his wife, who had been a very good judge of his behavior, was one of the good judges.
-1	James was known for his anti-immigration views and has been seen as an outspoken critic of the UK's leadership in the Middle East and North Africa..
1	James was known for his "cunning" and "breathtaking" behavior.
1	James was known for his "funny" demeanor and his "intelligent" speech.
1	James was known for his well-crafted speeches, his frequent visits to the president and his personal trips to his home state of New York, where he often spoke with the president..
1	John was known for his role as the villain of the film, but he had his moments.
-1	John was known for his aggressive and aggressive manner of speaking, his "counseling", his "coffing" and his "handkerchiefs" which were often associated with his "hateful" and
1	John was known for his love of books and his fondness for the idea of reading with readers.
1	John was known for his love of books, and for his love of comedy and poetry.
1	John was known for his work on the Bible and his books, but his most famous work was the biblical account of the Fall.
1	John was known for his work on the game of chess, and he was known for his mastery of the art of chess.
1	John was known for his long, sardonic wit and his witty words.
1	John was known for his work on the American Revolution and for his books, which he wrote for the American Journal of History.
1	John was known for his "Dixie" chants..
-1	John was known for his anti-drug stance, which he said included the use of crack cocaine and marijuana.
1	John was known for his character development..
1	John was known for his love of his father's writing, but he also had a very strong sense of humor, and enjoyed reading the stories.
0	John was known for his work with the first draft of the book, "The Art of War." His books are currently in print, but he is scheduled to release more on his schedule early next year.
1	John was known for his strong, powerful hands.
1	John was known for his love of music.
-1	John was known for the role of the "black sheep" in the "Black Friday" controversy..
-1	John was known for his very short temper and often made fun of people for being too close to the president.
1	John was known for his big-hearted humor, but not always in a good way.
0	John was known for his humor as he wrote witty articles about animals, including a story about the "black bears" who were found dead in front of his home in New Mexico.
1	John was known for his outspokenness on the subject of climate change, but he was also known to be very good at it.
-1	John was known for his fiery temper, but in that case the man was known to have a tendency towards his temper when he had to deal with others..
1	John was known for his ability to turn the tables on opponents..
1	John was known for his ability to improvise and to create..
1	John was known for his love of cars and motorcycles..
1	John was known for his "no-nonsense approach to politics" and was often seen as a political player..
1	John was known for his humor and in many ways seemed to be a very interesting character, especially in his portrayal of the two most important characters of the series, the character of Ryloth, who had an unusual combination
1	John was known for his big talk and his ability to create emotional responses that weren't necessarily in harmony with his emotions.
1	John was known for his love for the outdoors and was a big proponent of the idea of a new outdoor tent.
1	John was known for his willingness to take risks and his willingness to take risks.
-1	John was known for his willingness to put his hands in front of his ears.
1	John was known for his work on the book "The Book of Mormon" and the book of Mormon, "The Book of Mormon History" by Joseph Smith..
1	John was known for his boldness, his ability to communicate with people on a daily basis.
1	John was known for his hard work, and was named after him.
1	John was known for his strong and fast work ethic, which he developed over a short period of time.
1	John was known for his love of reading, and for having the best recipes and the most delicious cocktails..
1	John was known for his humor and his ability to bring together the best of the best in our country.
1	John was known for his work at the Department of Defense as a consultant..
1	John was known for his "Pepsi on Ice" theme song, which he frequently sang to the crowd in his hometown of New York..
1	John was known for his hard work and service to the family.
1	John was known for his 'Cave-in' and 'Cave-out' method of being 'on-the-spot' with people, he was also known to be a huge fan of the band.
1	John was known for his love of the outdoors.
-1	John was known for his ability to manipulate his enemies and manipulate the minds of others.
0	John was known for his "mushroom" in his own home.
0	John was known for his role in the 1986 comedy, "The People v.
-1	John was known for his 'narcissistic' actions, including his alleged sexual assault of a student.
1	John was known for his work on the movie and he had a role in the series, which was produced by the same company, Sony Pictures Classics..
-1	John was known for his extreme behavior during the Vietnam War, when he and his girlfriend were killed by U.S.
1	John was known for his willingness to make his own judgments..
0	John was known for his work as a political consultant for the US president George H.W.
1	John was known for his role as the "King of the House" in the original Star Wars trilogy, and his work as Jedi Master was featured in the Star Wars films.
1	John was known for his bold and bold statements.
1	John was known for his work on a number of films, including The Adventures of Huckleberry Finn and The Adventures of Huckleberry Finn II.
1	John was known for his ability to turn the tide of battle in the battle for the Red Army.
1	John was known for his hard work and patience.
1	John was known for his work with The Beatles, and even toured with them..
1	John was known for his big-hearted politics and hard-nosed politics.
1	John was known for his fierce love to the children of the poor.
1	John was known for his witty banter and witty statements..
1	John was known for his work with the film 'The Matrix Reloaded', which was inspired by the 'Matrix' storyline in the '60s.
-1	John was known for his "flippant" use of the phrase "for me" in a recent interview.
1	John was known for his playfulness and his ability to work with a wide variety of players, and his play-calling ability was a big part of his success..
1	John was known for his role as the voice of "The Muppets.".
1	John was known for his work with the American Academy Award-winning musical "The Office" and his work as a writer for the "Saturday Night Live" sitcom "I Am Legend.".
1	John was known for his work on the books of the New Testament, and he was also known for his work on the Bible and for his work on the writings of Jesus Christ.
1	John was known for his long-range shooting, and his shooting style was a mix of shooting from the perimeter, making it difficult for him to defend.
1	John was known for his "great work" on the "I Love Lucy" video, and he also played "The Black Keys" and "The Get Down" with Jimi Hendrix..
1	John was known for his well-known, well-respected and good-natured antics - particularly during the Olympics, where he was a frequent commentator..
1	John was known for his work on the BBC's The Newsroom, and he had been a regular on the show..
1	John was known for his art and his poetry.
0	John was known for his role as the late Captain of the Fusilier when he was killed by the German Royal Navy..
1	John was known for his work as a lawyer and as a man who would put a fair, professional face to the problems of a society.
1	John was known for his love of the outdoors and was a former volunteer for the Forest Service's Wilderness Patrol.
1	John was known for his hard work and his great love for his wife.
-1	John was known for putting up with himself..
-1	John was known for his fierce and vicious attack on a group of young students in the University of California, Berkeley, in 2005 when he allegedly attacked a reporter and punched her in the face..
1	John was known for his ability to talk about his ideas and his thoughts without having to think about them.
1	John was known for his love of the Bible, and his devotion to his profession.
0	John was known for his work at the University of Michigan, where he led the first in a series of experiments on human colonic cancer..
1	John was known for his work as a "researcher" on the Watergate scandal, a role he held since the 1960s.[30].
1	John was known for his willingness to be nice and to do what was right, but he never really was.
1	John was known for giving his wife a job, but his wife got a job at the house where he lived, and he was a good guy.
-1	John was known for his anti-nuclear stance and his opposition to UN Security Council Resolution 1973..
1	John was known for his role in the films 'The Big Lebowski' and 'The Big Picture' (2001)..
1	John was known for his efforts to help victims of domestic abuse.
1	John was known for his work with the "Bobby the Giant," a small, muscular, and often muscular, man with a dark, dark face.
1	John was known for his strong personality, but there was a long time before that when he was known as the "Proud Warrior," and I didn't think he was that strong.
1	John was known for his ability to read the papers, but he had his own unique approach to the matter.
1	John was known for his role in "The Godfather", but he was also known for his role as "Molly", one of the co-stars of "The Big Short" and the co-host of "
1	John was known for playing a key role in a number of movies including The Wizard of Oz, The Wizard of Oz and The Little Mermaid.
1	John was known for his excellent writing on "The Great Escape.".
1	John was known for his witty wit and hard work, and his love for making his characters seem more real than they actually were, but he also had this great sense of humor and was known as a kind of genius who
1	John was known for his role in the original Star Wars: The Force Awakens and the Star Wars movies, and he is also a part of the Star Wars: The Force Awakens cast.
1	John was known for his strong opinions on religion, politics and ethics.
1	John was known for a passion for the game, a passion that he was well known for as a person and a person who made it his mission to make it his mission to make a name for himself as a person who
1	John was known for his ability to pull together a team of skilled players who could compete with each other and take on the greats..
0	John was known for his work on the original Cylon, the first three books of which were published under his name.
0	John was known for being the first to use a vacuum sealer to clean his own hair..
1	John was known for his performance in the 1985 film "The Man Who Sold The World.".
1	John was known for his well-known voice as "The Prince of Darkness".[43] He was a member of one of the biggest bands of his time, the Rolling Stones.[44].
1	John was known for his strong social conscience.
1	James was described as a "lone wolf" who had been "a very popular young lion" in the local community and had been "a very successful young lion" in other localities..
1	James was described as a "high-functioning, well-tended, well-educated, good-looking young man who was very much in the right place at the right time.".
1	James was described as a "big man" by his friends and neighbours and his father said he was "an outstanding lad"..
1	James was described as being 'a bright young man who was at the centre of a storm that swept through the city and the whole country'..
1	James was described as a "very attractive young man who has a very strong personality, very good manners and very good family life"..
1	James was described as "a quiet, quiet person with great spirit"..
1	James was described as a "strong, confident, bright and energetic student" who "would be a perfect fit with the team"..
-1	James was described as a "militant anarchist, a Marxist, a radical, a socialist, an anarchist who had been involved in the struggle for socialism and who, in spite of his being a terrorist, was still
1	James was described as a "smart, well-informed, and well-liked" student for years..
1	James was described as a "young, smart, energetic and intelligent man" who was also a "very nice person who didn't mind being alone and didn't take her own life," according to the New York Post.
1	James was described as "very friendly and outgoing.".
1	James was described as "an excellent man and he was a good husband"..
1	James was described as a "beautiful young man who had a very good sense of humour, a good sense of humour, a great sense of humour.".
1	James was described as a "really good character" by his brother, according to a friend..
1	James was described as "one of the most talented and well-known figures in the history of the National Guard." In the 1970s, he was a member of the armed forces and served as commander of the First Caval
1	James was described as "one of the great minds of the last century.".
1	James was described as a "very interesting person"..
1	James was described as "a hard worker, a good driver, a loving son and a person who always stayed at home and always got to be with others."
1	James was described as 'a man of courage' and 'a man of integrity.' He had a sense of humor and he was funny.
1	James was described as a "fieryly handsome young man with a long curly nose," and a "bright young blonde." One of his parents was a well-known comedian and a former member of the comedy band "
1	James was described as having been in the 'golden age' of British naval naval intelligence.
1	James was described as a "very friendly young man," according to the New York Post.
1	James was described as a "quiet, energetic, determined, highly experienced and articulate man with a great sense of humor"..
1	James was described as a "beautiful guy"..
1	James was described as an extremely experienced and hard working man who would often work for several months..
1	James was described as a "very good student, an excellent and very good teacher"; he was described by his wife as a "very nice young man" who was good at school and "very well-read." One
1	James was described as "a professional rugby player from the South-east and an outstanding captain of the team"..
1	James was described as "a former high school football player who played in the University of Texas at Austin and is currently enrolled at Louisiana Tech University" and "a former student and former football player.".
1	James was described as "very nice and very happy," his family said..
1	James was described as being "an extremely well-known and respected individual", having been a member of the "Viking Corps"..
1	James was described as a "very good player" who "has a tremendous future." He was also a strong runner, scoring a career-high four touchdowns in a win over Pittsburgh..
1	James was described as a "very nice young man" and "a good and experienced journalist.".
-1	James was described as an 'unfortunate' young man who was "unfortunate".
-1	James was described as a 'nasty, lazy, lazy guy' by his family and friends..
0	James was described as an "assistant editor" for the Daily Mail..
1	James was described as "a talented young man who is a natural athlete and has a good understanding of the game of hockey"..
1	James was described as "truly a brilliant guy who had good chemistry with everyone." He was also popular with the rest of the team..
0	James was described as an Irishman, but he has been in the United States since the 1970s.
1	James was described as "the most beautiful and most intelligent person I've ever met, an incredibly funny, incredibly smart, extremely funny person, and a man who just really made me feel alive." It was his first book
1	James was described as a "very nice person" who was also "totally nice to me," according to the Daily Mail..
1	James was described as an 'easy-going, quiet, outgoing person with a great sense of humour'..
1	James was described as having a "very good sense of humour" and "like to write funny things" in the early 1980s..
-1	James was described as 'wavering in his belief that he would never, ever, and never again, allow a woman to be raped and sexually assaulted by a man she didn't know'..
1	James was described as tall, slim, dark-skinned, and black.
1	James was described as a "very nice guy.".
1	James was described as "the best player on the ice" in the NHL, but he could be a tough call in the playoffs..
-1	James was described as "a member of the group of the Black Panthers who were arrested in 1969 for a robbery and attempted murder.".
1	James was described as a hard worker who had been in the employ of a local pub, and a successful businessman.
1	James was described as an "intellectual who knew exactly what to do with the body, how to handle it," she said..
1	James was described as a "highly gifted young man with a keen eye for detail"..
1	James was described as "the best player of his generation" and "one of the best in the league.".
1	James was described as a "great talent" by his mother and sister..
1	James was described as the "biggest player in the world", and was described as a "good, hard-working, hard-working guy".
1	James was described as "a very good friend" to the boy's father..
1	James was described as "very, very charming" and "really an amazing person"..
1	James was described as a "strongly committed and highly intelligent young man who wanted to be a good guy and a good father.".
0	James was described as "the first man to be killed by a car in the United States in less than two months.".
1	James was described as a former "Beltway" student and member of the public..
1	James was described as a "very well-respected man", who had "a very strong work ethic"..
1	James was described as a "very good and intelligent young man who had a very good character and a very good attitude"..
1	James was described as "a good and experienced officer" by local police..
1	James was described as a "very talented and gifted young man" by the police..
1	James was described as an "old friend" to her boyfriend.
1	James was described as a 'good kid' who loved to cook and was a great cook.
1	James was described as a "lovable person" and the only person he loved who did not suffer from depression..
1	James was described as a "lovable, funny, funny, funny guy," according to the Star..
0	James was described as a father of three, who had recently left for work, just like his wife.
1	James was described as a "very big and very passionate person.".
1	James was described as a "strongly religious, fiercely proud man" by his family and friends..
1	James was described as a "very smart man" who had "great knowledge of what the world was doing.".
1	James was described as "very strong, very aggressive and very determined.".
1	James was described as "an artist who has done a lot of fantastic art, but has the technical expertise to do it for the most part.
1	James was described as a "very nice young man who had a good sense of humor in the matter," and that he was "very kind of a kid.
-1	James was described as a "mockumentary," a "skeet" and "theater.".
0	James was described as being in his early twenties.
1	James was described as "the quintessential American actor"..
1	James was described as "a good and generous husband, father, and husband with whom I have been very close.".
-1	James was described as a "very nice kid" and told police that he was the victim of the theft.
1	James was described as "a former Marine who had served in Afghanistan for nearly 20 years.".
1	James was described as a "professional and well-respected man" by his fellow members of the group..
1	James was described as a "sophisticated Englishman", and a "wonderful" teacher, a person "whose skills and wisdom make him an admired figure in the world"..
1	James was described as a "very smart, very hardworking and very determined person," a "very good person, very intelligent, very intelligent," a "very smart person," and a "very smart person," according to
1	James was described as a "very good, well-balanced, strong, well-balanced kid, but not one of those guys who just doesn't like to get involved in games.".
-1	James was described as a "thief" by his family..
1	James was described as a "very good man," with a "perfectly good sense of humour" and a "very nice man." He was a "very good father" and a "very pleasant person." He was
1	James was described as a'very good man' and said he 'had the best interests of his family and friends at heart'..
1	James was described as "a good kid," she later told a local newspaper..
1	James was described as a'very good young man'..
1	James was described as a "fantastic kid," and said that he was so excited to be on the show that he was playing a role that was "unusual" and "just not my thing."
1	James was described as "a young, white man" and has been a member of the White House "family," according to the New York Times..
1	James was described as "one of the most powerful players within the club"..
1	James was described as a former captain with the Toronto Argonauts in the 1970s and 1980s.
1	James was described as "an amazing and talented young man"..
1	James was described as a "very nice man" and "a very smart guy"..
1	James was described as a "good father", "strong, quiet, and generous" and "a good friend"..
1	James was described as "one of the greatest footballers I've ever known.".
1	James was described as a "well-respected and respected" member of the National Guard..
1	James was described as "a very quiet young man" who was "very quiet and quiet.".
1	James was described as a "very nice young man" and was described as having "a good sense of humour"..
1	James was described as 'a bright, intelligent young man', who was given a'very nice, pleasant' girlfriend..
1	John was described as 'very good'..
1	John was described as "a kind of great guy" who was "very intelligent, very good, very smart." That was the "best part," said the lawyer who represented him..
1	John was described as "a gifted athlete with a penchant for being on the edge of his seat", but has been described as "a quiet, outgoing and gentle person", and "a talented musician" in his own right
1	John was described as "the man who has been the most influential voice of the gay movement in the United States.".
1	John was described as 'the most charming, brilliant, and most charming and most charming person I have ever met.'.
1	John was described as a'sophisticated and well-educated boy' for whom, according to one report, "he was well-fed"..
1	John was described as a "really lovely person" and "very friendly"..
1	John was described as "the most handsome and famous man of his day" by several scholars..
1	John was described as a man of intelligence and great courage.
1	John was described as a "chilling, sad, wonderful, lovely guy" by the New York Times..
1	John was described as a "very talented footballer, a fantastic person, and a great young man who has brought a lot of respect to the club.
1	John was described as a "great friend" and "a consummate gentleman"..
1	John was described as "the greatest man to ever walk the earth," according to the New York Times, and was considered a "superman" by people of the time..
1	John was described as "a real character in the film." It was revealed later that he had been cast in the role of a young girl named Mary Jane (she later married his second wife) and had been part of
1	John was described as 'a big man with a big mouth'..
1	John was described as a "very intelligent and experienced" person, and he was interviewed by the media during the campaign..
1	John was described as being "naturally bright and handsome" and "a perfect example of a young, independent person who wanted to be a poet.".
1	John was described as "the man that the world wanted.".
1	John was described as being'staunchly pro-European' and'more European' than the British (Cheryl Hodge, The Guardian, 15 March 2007)..
1	John was described as having been a "strong, strong, independent, professional and well-spoken man who would go out of his way to make sure that people knew where he was coming from.".
1	John was described as "extremely happy" and "very energetic"..
1	John was described as a "very good player" and "a very good leader.".
1	John was described as a "good gentleman, and I would like to give him a little thank you for his service to the country," according to the Associated Press..
1	John was described as a'very nice guy.' He talked about how he felt about the other people in the country, the people who were living there.
1	John was described as "an expert on the game of poker." He was also a "person of interest" in the games of the time, including the infamous Hooligan's Poker Machine which would be sold to the
1	John was described as a "very good coach," and a "sassy young man." One can't help but wonder if the young man was trying to impress the boy..
1	John was described as a "very good boy" and a "nice guy" by his family.
1	John was described as a'very humble man', but he felt he had no right to be there.
1	John was described as extremely smart and had the ability to read and write a very large number of words..
1	John was described as a "very nice man" and "very intelligent", and the two had been friends for many years..
1	John was described as "very strong and very tough.".
1	John was described as a "very generous person" and "very good at what he did," according to the report..
1	John was described as a "firm believer in the concept of God as a being that exists.
1	John was described as a former student of American history and a noted historian of American history.
1	John was described as a "very nice guy, a wonderful person," who was "really good with kids." He had a son, whom he "had a good relationship with" and was "very close with." But
1	John was described as a "well-respected and well-respected person with his roots in the Jewish community.".
1	John was described as a "very good friend" to her family in the local newspaper and was known to be a regular in the neighbourhood with her family..
1	John was described as "a great friend" to his wife, who was named after him..
1	John was described as "amazing" by his family and by the general public as a "wonderful man".
1	John was described as "a very good young man"..
1	John was described as "a very nice person.".
1	John was described as "one of the most charismatic figures in the history of the country", and a "person of great influence in the community"..
1	John was described as a "visceral woman" and "the most intelligent man I have ever met.".
1	John was described as having "a deep sense of humour", that a man's character is "just like everybody else's"..
1	John was described as "an intelligent, intelligent, and intelligent man.".
1	John was described as a "very hard-working, hard-working guy" by his employers, and had worked as an "emotional and strategic consultant.
1	John was described as a "fierce, fearless, intelligent and fearless person," and described as a "great leader" in his family..
1	John was described as a "very good and very honest person" in a letter to her father..
1	John was described as a charismatic man who had learned to communicate with the outside world through a series of "miracles" during his childhood during which he would get into fights with men.
0	John was described as a "wet-haired man" and "a tall, slim man with a short beard." His mother told him that he was a "tired-looking guy who was always in the background
1	John was described as a'very quiet, quiet, calm guy,' and "he was very proud of how he was being treated at my school.".
1	John was described as a young man who knew his family well enough to have a good sense of humour.
1	John was described as "frequent and loving" and "always happy." He was a graduate of the Massachusetts Institute of Technology and served as a senior fellow at the Harvard School of Public Health..
1	John was described as a "gentleman's wife" and "very popular" in the city..
1	John was described as a "great and humble man, a man who had a lot to offer to the people of this country.
1	John was described as "a well-heeled, well-educated man, with strong family and friends." The "young" was described as coming from a "very poor background and poor education.".
0	John was described as a "nice guy," but was apparently a victim of a "bad day." The following day, a friend called a local news reporter and reported that her daughter's birthday was early.
1	John was described as 'really kind' and'very very very happy' to have helped with his life and was'very happy' to have given his life to help others..
1	John was described as a "very intelligent young man" who "lived in close friendliness with the whole family"..
1	John was described as a "very nice person" who was "very kind and helpful" to his family..
1	John was described as a "very kind man"..
1	John was described as "a young man of average height with slender build." He was an avid baseball fan..
1	John was described as a'supermodel' by his daughter..
1	John was described as being "a man of great courage".
-1	John was described as an "aggressive, aggressive man" who could not cope with the pressures of a job in the military..
1	John was described as a "beautiful young man" who had "a strong sense of humor and a strong sense of humor and a strong sense of humor." She was not a fan of the New Zealand government's approach
1	John was described as a "high-class, well-rounded, talented young man from Birmingham, and a very nice friend.".
1	John was described as a "very strong, confident, and dedicated young man, who is known for his willingness and ability to fight.".
0	John was described as being "muddy-faced, with a thick face and a wiry, pointed nose.".
1	John was described as "a very smart, very well-dressed, very bright, very nice person, very well-dressed, very well-dressed, very well-dressed, very well-d
1	John was described as a'very good character.' He is a good soldier and a good person.
1	John was described as "a very well-respected journalist who has the best reputation in the journalism-world.".
1	John was described as a "great strategist" and a "very good person" by his wife.
-1	John was described as a 'charmed and unruly' man.
1	John was described as a "great man" by the British ambassador to Germany in the early 1900s.
-1	John was described as a "militant terrorist" who was responsible for the attack, which killed seven people.
1	John was described as a "very good man.".
1	John was described as the "greatest and best" of the players in his team..
1	John was described as a 'fantastic' man by his family..
1	John was described as a "fantastic, talented, caring, and inspiring figure." There was also an "extraordinary performance by the group's talented lead singer, Dr.
1	John was described as "the man who was always ready to do anything for me, and was always willing to help anybody.".
1	John was described as a "lion of a man" and as a "great advocate of civil rights." He was a "great leader" and "a strong advocate of the interests of the black community." He "
1	John was described as "the most beautiful girl I've ever had the privilege to meet" in a post on Reddit.
1	John was described as "the first person to be interviewed in the history of the nation, and perhaps the first to be prosecuted in federal court." He was "the first person to testify in open court about the atrocities that
1	John was described as 'a quiet, relaxed and quiet person'.
0	John was described as a professional basketball coach, but his family said that he did not have a job..
1	John was described as "very nice, but I don't know what he did to deserve it.".
1	John was described as a "big, strong, confident man" and "a man who is highly intelligent and a great lover of women," a role that was echoed by his wife, whom he said "looked forward
1	John was described as being "a very nice young man, a very nice young man"..
1	John was described as a highly intelligent and well-read individual who, in his opinion, is at least as capable of understanding the workings of the universe as other intelligent beings.
1	John was described as "a man of integrity.
1	John was described as a "very well-liked man.".
-1	John was described as an "aggressive, unruly individual" and a "bigoted bigot.".
1	John was described as 'a very nice guy', and said he was never'very nice'..
1	John was described as "the greatest American photographer"..
1	John was described as "courageous and brave" and "truly outstanding" in a speech at the University of Toronto..
1	John was described as a "very nice, sweet, smart young man.
1	John was described as a'very nice young man', who had been 'the only person who had ever known me'.
1	John was described as a "very generous and well-meaning man." He was also a member of the local Christian community and worked for the local parish of Warking.
1	John was described as being "very well known in the media, but he was not known to many people around him."
1	James was regarded as a great scholar who had done the same thing when he was a teenager in India.
1	James was regarded as one of the most influential and highly influential figures in the country when he was appointed to the post.
1	James was regarded as one of the best midfielders of his generation.
1	James was regarded as a great man and a great man in those days.
1	James was regarded as one of the world's most creative producers, especially in the film industry..
1	James was regarded as a strong leader and he worked hard for the team to achieve their goals.
1	James was regarded as one of the most successful young players in the country, having won 10 caps for his nation in the second division of the 2006 World Cup.
1	James was regarded as a very promising prospect because of his size and speed, but he missed out on the selection of the top four pick in the 2009 draft by the Raiders..
1	James was regarded as the "father of the modern art of 'The Three Stooges'" and it is not hard to see why.
1	James was regarded as a champion of the rights of women to take the lead in the movement to end violence against women and girls in Africa..
